"","koi_disposition","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_duration","ra","dec"
"306","CONFIRMED",0,0,0,0,0.893040969,134.540342,1.0981,283.73203,45.958771
"307","CONFIRMED",0,0,0,0,4.942783419,136.3294353,3.25346,296.20059,49.140121
"308","CONFIRMED",0,0,0,0,20.83426731,176.58569,4.0454,293.01828,45.914688
"309","CONFIRMED",0,0,0,0,9.94602357,171.70192,3.3862,296.06424,45.976841
"310","CONFIRMED",0,0,0,0,1.04562195,133.91912,1.8955,296.06424,45.976841
"311","CONFIRMED",0,0,0,0,5.71462396,132.63866,2.336,296.06424,45.976841
"312","CANDIDATE",0,0,0,0,102.9641952,158.07473,15.735,296.81772,46.781509
"313","CONFIRMED",0,0,0,0,8.14515981,140.56811,5.073,290.41327,38.34375
"314","CONFIRMED",0,0,0,0,18.9985279,144.74157,4.529,290.41327,38.34375
"315","CONFIRMED",0,0,0,0,4.24439049,137.06643,3.282,290.41327,38.34375
"316","CANDIDATE",0,0,0,0,90.1240507,356.23415,11.649,293.22391,38.033581
"317","CONFIRMED",0,0,0,0,28.5742692,143.8315,4.9427,296.98102,43.209751
"318","CANDIDATE",0,0,0,0,856.672115,228.44988,23.144,287.58679,47.600021
"319","CANDIDATE",0,0,0,0,0.689210173,133.28584,1.6169,281.55118,47.469959
"320","CANDIDATE",0,0,0,0,7.34373964,137.29874,1.1784,296.23215,47.678959
"321","FALSE POSITIVE",1,0,0,1,0.445277068,133.52312,3.539,297.10349,47.64357
"322","FALSE POSITIVE",0,1,0,0,0.379463865,170.2480164,0.86896,290.91119,38.335579
"323","FALSE POSITIVE",0,1,0,0,9.88047978,173.608672,2.78458,281.66916,42.038639
"324","FALSE POSITIVE",1,0,0,0,4.6484156,261.09395,38.1939,295.26682,38.61124
"325","FALSE POSITIVE",0,1,0,0,17.512014768,174.282592,1.8248,287.61633,39.127239
"326","FALSE POSITIVE",0,1,0,0,3.9886021,171.01852,1.7376,289.09323,49.424484
"327","CANDIDATE",0,0,0,0,0.533059312,171.2274419,1.8621,286.0192,48.866741
"328","FALSE POSITIVE",0,1,1,0,0.525154153,133.744359,2.1441,295.09866,41.007038
"329","FALSE POSITIVE",0,0,1,1,1.303861044,134.212059,4.0541,298.13589,41.332062
"330","FALSE POSITIVE",0,0,0,0,0.73452496,133.43108,6.7,293.28799,41.560455
"331","FALSE POSITIVE",0,0,1,0,2.55549176,134.50078,9.083,298.77325,41.214729
"332","FALSE POSITIVE",0,1,0,0,2.947376671,171.522978,2.0911,292.61194,43.305141
"333","CONFIRMED",0,0,0,0,224.7789355,142.095338,11.1899,291.65317,44.688271
"334","FALSE POSITIVE",0,1,1,0,0.890110752,133.2647,0.8774,291.17068,38.008591
"335","FALSE POSITIVE",0,0,1,0,5.76573396,133.30941,2.924,294.52557,38.204632
"336","CONFIRMED",0,0,0,0,7.42608123,139.90039,3.6379,292.7131,38.358212
"337","CONFIRMED",0,0,0,0,15.9868932,137.5964,4.158,292.7131,38.358212
"338","FALSE POSITIVE",1,0,1,0,0.73094589,133.68876,4.32,289.7962,38.351181
"339","CONFIRMED",0,0,0,0,18.92537246,149.49558,3.9835,286.49042,38.374908
"340","FALSE POSITIVE",1,0,1,1,0.933749106,134.31831,4.256,292.77588,47.461689
"341","FALSE POSITIVE",0,0,1,1,2.037440623,133.59962,3.442,295.79526,47.66396
"342","CANDIDATE",0,0,0,0,129995.7784,393.59962,9.408,296.82162,47.354031
"343","CONFIRMED",0,0,0,0,31.5925809,142.9649,13.566,295.92065,47.448608
"344","CONFIRMED",0,0,0,0,1.97376085,178.6894194,1.82542,292.0683,38.84227
"345","CANDIDATE",0,0,0,0,13.118962443,261.539434,4.3045,282.00031,48.542221
"346","FALSE POSITIVE",0,1,1,1,4.618767792,133.386535,5.9957,297.31006,49.703041
"347","FALSE POSITIVE",1,0,0,0,7.82187328,123.49907,3.8417,282.00031,48.542221
"348","CANDIDATE",0,0,0,0,53.5057611,172.98304,10.5616,295.80267,45.988079
"349","CONFIRMED",0,0,0,0,2.785821236,260.83731,3.5599,287.36182,38.714016
"350","FALSE POSITIVE",0,1,0,0,52.56901867,184.971267,6.7507,290.94437,38.538868
"351","FALSE POSITIVE",0,0,1,0,3.411758679,133.18086,3.158,298.9917,41.074989
"352","FALSE POSITIVE",0,1,1,1,0.525426427,133.187901,1.0801,291.82181,41.11269
"353","CONFIRMED",0,0,0,0,1.269091415,133.343682,1.4647,296.86099,41.09734
"354","CANDIDATE",0,0,0,0,6.79685353,138.11324,3.1702,294.16321,41.451801
"355","FALSE POSITIVE",0,1,1,1,8.667822346,137.341841,4.9658,299.39972,45.316051
"356","CONFIRMED",0,0,0,0,1.475323222,131.83272,2.3155,286.49042,38.374908
"357","CONFIRMED",0,0,0,0,4.15246118,134.57991,2.5755,286.49042,38.374908
"358","FALSE POSITIVE",0,0,0,0,6.7210783,134.7775984,7.46,291.6069,38.348061
"359","CONFIRMED",0,0,0,0,8.7348852,135.0818,4.49,287.44409,38.088428
"360","FALSE POSITIVE",0,0,1,1,10.26547688,136.49663,3.733,292.27905,38.284531
"361","CANDIDATE",0,0,0,0,13.4471791,132.830555,3.0454,292.37476,37.630959
"362","FALSE POSITIVE",0,1,0,0,3.305577989,180.68154,2.5903,292.07849,38.631481
"363","FALSE POSITIVE",0,1,0,0,4.800653901,134.365782,9.0419,296.13391,38.999008
"364","FALSE POSITIVE",0,1,1,1,15.06649901,140.654788,5.9885,293.92599,38.73798
"365","FALSE POSITIVE",0,1,0,0,34.82008158,163.015559,11.1711,286.86926,39.103729
"366","FALSE POSITIVE",1,0,0,1,0.651784374,133.111707,2.0141,291.99988,38.437698
"367","CANDIDATE",0,0,0,0,1.353771892,261.43662,7.012,292.71964,48.852016
"368","FALSE POSITIVE",1,0,0,0,18.95491633,262.46677,24.249,284.02679,49.415428
"369","FALSE POSITIVE",0,1,0,0,4.348866254,262.72768,3.2797,298.80411,40.843563
"370","FALSE POSITIVE",0,1,0,0,47.93094546,179.096467,2.6897,295.59872,50.720669
"371","FALSE POSITIVE",0,0,0,0,3.99751422,261.7243,3.686,283.73642,44.71331
"372","FALSE POSITIVE",0,1,1,1,1.592633181,133.9243804,5.5605,291.76196,37.09864
"373","FALSE POSITIVE",1,0,0,0,67.5923754,151.75056,12.249,295.58658,45.364979
"374","CONFIRMED",0,0,0,0,17.02902786,143.33395,4.645,290.51047,41.24482
"375","CONFIRMED",0,0,0,0,6.84619236,132.17265,3.529,290.51047,41.24482
"376","CONFIRMED",0,0,0,0,67.8321638,125.881,7.358,290.51047,41.24482
"377","CONFIRMED",0,0,0,0,43.1312147,166.26105,3.198,290.51047,41.24482
"378","CONFIRMED",0,0,0,0,1.224866441,133.20824,1.7086,290.60794,41.201092
"379","CANDIDATE",0,0,0,0,37.8102649,158.35799,8.733,289.7767,38.26228
"380","CONFIRMED",0,0,0,0,25.93406406,149.76273,4.6142,291.97617,38.05508
"381","CONFIRMED",0,0,0,0,83.4463485,158.68061,6.536,291.97617,38.05508
"382","FALSE POSITIVE",0,0,1,1,7.04710032,139.79737,2.926,290.13492,38.404221
"383","CONFIRMED",0,0,0,0,12.99204853,136.32016,6.0175,291.42358,38.216591
"384","FALSE POSITIVE",0,1,1,0,11.11620211,133.100575,4.211,295.29193,38.964588
"385","FALSE POSITIVE",0,1,1,1,1.922861499,134.658644,3.5734,291.44507,38.637211
"386","FALSE POSITIVE",0,1,1,1,0.635445336,134.184037,1.8592,285.08026,39.18211
"387","FALSE POSITIVE",0,1,1,0,1.665784138,133.863028,1.8946,291.47629,38.50058
"388","FALSE POSITIVE",0,1,1,0,55.6639167,156.35017,23.546,294.74054,39.015511
"389","CONFIRMED",0,0,0,0,52.09081627,158.744665,8.6388,300.51712,44.38158
"390","FALSE POSITIVE",0,0,0,0,7.1548608,266.04847,7.694,289.87411,49.68549
"391","CANDIDATE",0,0,0,0,4.28746668,262.06245,1.5693,291.0488,36.839882
"392","FALSE POSITIVE",0,0,1,0,2.002779769,261.95791,2.231,298.44775,47.264999
"393","CONFIRMED",0,0,0,0,8.18739443,260.86931,3.0472,291.92596,38.014118
"394","CONFIRMED",0,0,0,0,76.0498163,161.71445,7.158,291.92596,38.014118
"395","CONFIRMED",0,0,0,0,3.341799486,141.35472,2.9254,291.65317,44.688271
"396","FALSE POSITIVE",0,0,0,0,3.3226948,134.444,3.568,288.68259,41.30732
"397","FALSE POSITIVE",0,1,1,1,36.97708808,133.62681,4.737,288.44287,41.17218
"398","FALSE POSITIVE",0,0,0,0,1.851409163,133.17995,10.232,293.2735,41.25769
"399","FALSE POSITIVE",0,0,1,1,1.303859704,134.21201,2.8239,298.13794,41.334358
"400","FALSE POSITIVE",0,1,1,0,145.5624926,146.0588,5.4126,286.49072,37.489979
"401","CONFIRMED",0,0,0,0,3.749105745,135.10837,1.9826,290.88467,38.057571
"402","CONFIRMED",0,0,0,0,11.08956602,141.76142,6.2877,291.03192,38.21196
"403","CANDIDATE",0,0,0,0,7.37290344,137.60991,2.172,291.65097,38.028179
"404","FALSE POSITIVE",0,0,0,1,7.24476126,139.10497,2.3145,294.49011,38.194126
"405","CANDIDATE",0,0,0,0,119.0624882,149.22223,3.1188,287.88812,39.078709
"406","CONFIRMED",0,0,0,0,8.70798309,363.05638,2.4904,293.80441,38.63913
"407","FALSE POSITIVE",0,0,1,0,14.8623076,354.57297,3.161,293.80441,38.63913
"408","CONFIRMED",0,0,0,0,4.17634276,352.99674,2.335,293.80441,38.63913
"409","CONFIRMED",0,0,0,0,27.40229859,133.6284,6.8491,300.51712,44.38158
"410","CONFIRMED",0,0,0,0,3.179267286,261.841607,1.0246,295.57416,42.806438
"411","CONFIRMED",0,0,0,0,10.38122447,268.02421,2.715,291.36478,37.609169
"412","CONFIRMED",0,0,0,0,24.5709023,135.87209,3.587,291.36478,37.609169
"413","FALSE POSITIVE",0,0,0,0,81.221876,184.26164,4.1135,296.38229,48.045311
"414","FALSE POSITIVE",0,0,1,1,0.817026268,132.835239,2.0799,296.38229,48.045311
"415","CONFIRMED",0,0,0,0,3.024092505,132.4168573,2.8021,285.24084,46.668251
"416","CANDIDATE",0,0,0,0,5.670155713,136.201739,0.9361,292.26181,41.442554
"417","CONFIRMED",0,0,0,0,1.022678654,133.45422,1.3712,296.68045,41.38652
"418","CONFIRMED",0,0,0,0,12.10968709,140.21258,6.3461,293.08463,41.135441
"419","CONFIRMED",0,0,0,0,4.75796103,137.69636,4.66,293.08463,41.135441
"420","CONFIRMED",0,0,0,0,20.4972755,147.43894,8.536,293.08463,41.135441
"421","FALSE POSITIVE",0,0,1,0,13.55480534,139.81609,2.288,294.49011,38.194126
"422","FALSE POSITIVE",0,1,0,0,29.74454668,172.386652,23.2842,297.75708,41.680454
"423","FALSE POSITIVE",0,1,0,0,14.15402428,140.698466,4.47001,290.35294,41.769741
"424","FALSE POSITIVE",0,1,1,0,0.844786082,134.216987,3.5289,298.71152,41.635792
"425","FALSE POSITIVE",0,1,0,0,0.848483947,133.585301,1.4451,292.23679,41.7393
"426","FALSE POSITIVE",0,1,1,1,11.99097576,143.28437,5.7401,296.29855,41.602718
"427","CONFIRMED",0,0,0,0,53.5292702,147.86464,5.668,293.74393,38.939281
"428","FALSE POSITIVE",0,0,0,1,0.393726813,133.310396,2.95,294.65121,38.636459
"429","CANDIDATE",0,0,0,0,2.757584622,133.05017,0.9267,292.57703,39.12088
"430","CONFIRMED",0,0,0,0,0.928310036,133.80358,1.1899,291.69247,38.572899
"431","CONFIRMED",0,0,0,0,13.48457668,136.61808,5.0197,300.51712,44.38158
"432","CONFIRMED",0,0,0,0,31.8841473,160.20696,6.122,293.56815,39.03632
"433","CANDIDATE",0,0,0,0,16.15811112,143.00233,6.049,296.38229,48.045311
"434","FALSE POSITIVE",0,0,0,0,67.69213907,138.534171,51.349,293.47363,46.970402
"435","CONFIRMED",0,0,0,0,12.06222962,138.22229,2.0584,296.49612,47.182861
"436","CONFIRMED",0,0,0,0,9.93146307,136.49128,5.678,291.49942,37.05928
"437","CONFIRMED",0,0,0,0,21.85362905,144.32031,3.439,290.72867,37.252651
"438","CONFIRMED",0,0,0,0,8.19345065,138.99617,5.234,293.08463,41.135441
"439","FALSE POSITIVE",0,1,1,1,19.97867,137.17061,10.168,299.15353,40.286961
"440","CONFIRMED",0,0,0,0,41.8059544,142.81919,6.057,290.1315,41.3815
"441","FALSE POSITIVE",0,1,1,0,15.45158184,142.21096,2.406,297.98123,41.44487
"442","FALSE POSITIVE",0,1,0,0,89.698168533,176.3060152,5.5418,299.0209,44.17276
"443","CANDIDATE",0,0,0,0,1.187352427,133.465454,4.999,285.06335,44.167885
"444","FALSE POSITIVE",0,1,1,1,3.012476582,135.259271,3.1424,294.1434,39.089779
"445","CONFIRMED",0,0,0,0,4.77800306,124.061465,2.7361,299.13922,40.94902
"446","FALSE POSITIVE",0,1,0,0,7.814839231,357.519981,3.0122,294.02725,41.675968
"447","FALSE POSITIVE",0,1,1,1,29.7452499,157.38519,22.695,297.75311,41.675991
"448","CONFIRMED",0,0,0,0,5.32667299,357.12617,3.4045,290.21518,41.77597
"449","FALSE POSITIVE",0,1,0,0,0.741057213,131.947273,1.05299,291.07126,38.999039
"450","FALSE POSITIVE",0,1,1,0,2.988085455,133.27252,3.68,294.07071,38.981331
"451","FALSE POSITIVE",0,1,1,0,2.783883492,133.227846,2.4546,295.94055,38.876389
"452","FALSE POSITIVE",1,0,0,1,0.393727296,178.587454,3.02,294.61893,38.611889
"453","CANDIDATE",0,0,0,0,8.17242644,361.20157,3.902,293.87363,38.922482
"454","CANDIDATE",0,0,0,0,1295.362215,176.10646,28.297,291.03217,38.703911
"455","CONFIRMED",0,0,0,0,13.0607936,137.63148,3.215,290.72867,37.252651
"456","CANDIDATE",0,0,0,0,4.2989201,132.86187,2.747,291.14249,37.061321
"457","FALSE POSITIVE",0,1,1,1,25.9518461,154.88212,14.581,293.71075,38.983608
"458","FALSE POSITIVE",0,1,1,1,25.9518536,154.88278,14.755,293.67657,38.991379
"459","FALSE POSITIVE",0,0,0,0,5.68628739,135.89269,17.573,290.77863,37.564079
"460","FALSE POSITIVE",0,1,0,0,15.663886949,147.395712,2.4775,289.87347,43.203838
"461","FALSE POSITIVE",0,1,0,0,4.020628573,133.638478,4.4085,295.03925,44.191059
"462","CANDIDATE",0,0,0,0,5.714817603,355.00831,3.14126,299.78632,44.16954
"463","FALSE POSITIVE",0,1,0,0,185.02288222,273.185533,4.87326,296.30942,44.165741
"464","FALSE POSITIVE",0,1,1,1,2.897432135,450.75739,3.1793,300.867,44.14529
"465","CONFIRMED",0,0,0,0,8.70420525,357.55941,2.9385,287.5932,44.17942
"466","CONFIRMED",0,0,0,0,8.1280933,358.68367,3.727,290.21518,41.77597
"467","CANDIDATE",0,0,0,0,2.83668931,353.81531,3.031,290.21518,41.77597
"468","CONFIRMED",0,0,0,0,0.974868896,133.076265,1.6191,291.43329,41.703442
"469","CONFIRMED",0,0,0,0,4.89721006,133.39852,1.812,287.27264,41.635559
"470","FALSE POSITIVE",0,1,0,0,2.757794163,135.232863,2.7644,282.60336,44.28698
"471","FALSE POSITIVE",0,0,1,1,1.914158508,134.644919,3.2917,301.01672,44.233841
"472","FALSE POSITIVE",0,0,1,1,3.98216698,135.52749,2.396,292.92276,38.47728
"473","FALSE POSITIVE",0,1,1,0,0.643794198,133.984483,1.5662,292.35287,38.942471
"474","CONFIRMED",0,0,0,0,16.08832318,139.49184,5.731,292.47971,38.514919
"475","CONFIRMED",0,0,0,0,10.30067919,142.74251,4.885,292.47971,38.514919
"476","CONFIRMED",0,0,0,0,35.6757453,145.00717,7.381,292.47971,38.514919
"477","CANDIDATE",0,0,0,0,1.00861677,132.109479,0.91,292.47971,38.514919
"478","FALSE POSITIVE",0,1,0,0,161.78832712,214.039,5.31,291.38269,37.07299
"479","CONFIRMED",0,0,0,0,16.56806842,146.15285,4.2647,292.46976,37.567791
"480","CONFIRMED",0,0,0,0,47.3329299,151.41614,2.708,292.46976,37.567791
"481","FALSE POSITIVE",0,0,1,0,0.856895349,133.67521,1.3078,291.07446,37.744389
"482","CONFIRMED",0,0,0,0,40.8065333,155.71586,13.135,292.04462,37.37624
"483","CONFIRMED",0,0,0,0,2.46697039,354.93093,1.6345,287.5932,44.17942
"484","CANDIDATE",0,0,0,0,2.624234833,132.304988,1.3874,288.0383,50.651611
"485","CONFIRMED",0,0,0,0,6.61836309,360.36694,3.6813,294.48438,44.166908
"486","CONFIRMED",0,0,0,0,107.7214092,354.19522,8.042,294.48438,44.166908
"487","CANDIDATE",0,0,0,0,92.77779,367.6112,6.64,294.48438,44.166908
"488","FALSE POSITIVE",0,1,1,1,5.251916208,357.321883,4.9095,294.99734,44.321388
"489","CONFIRMED",0,0,0,0,9.673958488,125.339418,3.2641,299.13922,40.94902
"490","FALSE POSITIVE",1,0,1,1,100.3039228,277.0607,8.702,284.51962,44.453941
"491","FALSE POSITIVE",1,0,1,1,200.61103346,456.84444,7.13,284.51962,44.453941
"492","FALSE POSITIVE",1,0,1,0,0.986620248,448.5959,3.9722,301.40067,44.318039
"493","FALSE POSITIVE",1,0,1,1,1.63484631,134.512115,6.11,298.21188,44.324638
"494","CONFIRMED",0,0,0,0,14.12847677,142.8971,3.685,293.56815,39.03632
"495","CONFIRMED",0,0,0,0,48.6478543,172.1271,5.464,293.56815,39.03632
"496","CONFIRMED",0,0,0,0,8.39842977,136.31152,6.344,290.0004,38.53989
"497","CONFIRMED",0,0,0,0,8.63847391,139.94684,5.4566,295.97516,38.94664
"498","CANDIDATE",0,0,0,0,422.917678,448.49648,31.274,293.95459,38.899971
"499","CONFIRMED",0,0,0,0,140.10765,216.21749,18.503,292.04462,37.37624
"500","CONFIRMED",0,0,0,0,3.4815917,132.98828,1.8069,290.68225,37.35511
"501","FALSE POSITIVE",0,1,0,0,8.360616221,172.264978,7.5385,290.32791,37.726742
"502","FALSE POSITIVE",0,1,1,1,1.838514968,352.72266,2.7391,292.89935,37.656059
"503","CONFIRMED",0,0,0,0,35.61760233,197.03573,8.4559,288.4165,41.0298
"504","FALSE POSITIVE",0,0,1,1,1.09206833,133.19403,1.8596,295.51108,44.109261
"505","CONFIRMED",0,0,0,0,10.12805158,139.1159,3.517,290.5036,44.143581
"506","FALSE POSITIVE",0,1,1,1,1.613001111,178.52846,2.394,300.32898,44.151119
"507","CONFIRMED",0,0,0,0,3.770551475,357.11836,3.8077,291.27563,47.329491
"508","CANDIDATE",0,1,0,0,1.343767797,133.275862,1.9405,299.70078,47.291752
"509","FALSE POSITIVE",1,0,0,0,29.12436474,142.16154,3.4209,297.39066,47.255711
"510","FALSE POSITIVE",0,1,1,0,31.82814583,366.704854,2.917,284.99738,44.410198
"511","FALSE POSITIVE",0,1,1,1,3.629442796,134.70066,5.63,296.29196,44.33226
"512","CANDIDATE",0,0,0,0,0.553261874,133.446605,0.8875,301.47577,44.319759
"513","CONFIRMED",0,0,0,0,5.72812616,135.18066,2.0295,282.72406,44.34647
"514","CONFIRMED",0,0,0,0,3.75574267,133.4333,2.2911,287.47742,44.237511
"515","FALSE POSITIVE",0,1,1,1,7.45301717,131.77618,3.685,290.25357,37.759418
"516","FALSE POSITIVE",0,0,1,0,7.44042933,134.76331,2.991,296.30762,44.21146
"517","CONFIRMED",0,0,0,0,6.581477136,174.787814,3.0896,297.31598,46.023258
"518","CONFIRMED",0,0,0,0,24.669192732,132.864236,7.03515,297.00943,50.372318
"519","CONFIRMED",0,0,0,0,2.382652873,170.66626,1.8888,297.31598,46.023258
"520","CONFIRMED",0,0,0,0,24.66461416,189.02031,2.8579,297.31598,46.023258
"521","CONFIRMED",0,0,0,0,11.51517167,174.85855,2.006,284.68887,46.172249
"522","CONFIRMED",0,0,0,0,7.641567589,135.407564,3.41018,298.07944,44.746319
"523","FALSE POSITIVE",0,1,0,0,30.6113932,374.6216,3.576,299.65094,40.973282
"524","CONFIRMED",0,0,0,0,7.40742502,355.49652,3.675,292.26291,37.236992
"525","FALSE POSITIVE",1,0,0,0,569.934135,248.94045,4.1904,291.69672,37.238041
"526","FALSE POSITIVE",0,0,1,0,5.09246539,357.53594,3.659,291.15338,36.678841
"527","FALSE POSITIVE",0,0,0,0,110.61576622,145.83537,5,291.35403,36.784519
"528","FALSE POSITIVE",0,0,0,1,1.103971357,354.58216,0.926,289.71466,47.34222
"529","CONFIRMED",0,0,0,0,10.916108342,133.009227,3.6496,291.14807,40.669399
"530","CONFIRMED",0,0,0,0,3.353732008,134.869597,1.4598,299.83041,47.157459
"531","CONFIRMED",0,0,0,0,6.877446033,132.08426,1.3692,299.83041,47.157459
"532","CONFIRMED",0,0,0,0,28.46464804,158.03986,2.6657,299.83041,47.157459
"533","FALSE POSITIVE",0,0,0,0,0.293630085,133.584241,2.3857,296.33435,47.14558
"534","CONFIRMED",0,0,0,0,42.89645024,146.0613,5.6897,299.13922,40.94902
"535","FALSE POSITIVE",0,0,1,1,2.44199803,134.57095,2.759,292.85965,44.200642
"536","CANDIDATE",0,0,0,0,30.5872153,162.8842,5.3698,296.54861,44.264671
"537","CONFIRMED",0,0,0,0,7.09712124,136.34514,2.1059,285.62854,44.31089
"538","FALSE POSITIVE",0,0,1,1,2.6827683,134.25535,2.957,291.89075,44.223728
"539","CONFIRMED",0,0,0,0,3.601465336,171.99184,2.2753,285.39133,46.180939
"540","CANDIDATE",0,0,0,0,3.108251172,170.244566,2.5048,294.79974,46.207569
"541","CANDIDATE",0,0,0,0,25.8474958,188.874,5.985,297.9516,46.264721
"542","CANDIDATE",0,0,0,0,40.715561,146.36485,6.894,297.9516,46.264721
"543","FALSE POSITIVE",0,1,1,1,20.42720701,176.71737,3.447,296.65915,46.382172
"544","FALSE POSITIVE",0,1,0,0,6.198273591,183.3731434,7.53837,297.62027,40.943089
"545","FALSE POSITIVE",0,0,1,1,1.023471798,354.8182,2.3499,300.45575,43.934349
"546","FALSE POSITIVE",1,0,0,0,0.51872711,133.676312,1.252,293.38556,41.349819
"547","CONFIRMED",0,0,0,0,17.31711739,142.36094,3.1518,299.89722,43.903912
"548","CONFIRMED",0,0,0,0,9.42889884,140.1046,4.4481,289.09689,44.004379
"549","FALSE POSITIVE",0,1,1,1,1.096583368,133.61436,2.1188,297.78802,47.10107
"550","FALSE POSITIVE",0,1,0,0,9.95639775,134.29186,5.615,294.76855,47.13279
"551","CANDIDATE",0,0,0,0,6.50327035,135.26657,2.591,292.14447,47.157349
"552","CANDIDATE",0,0,0,0,4.09667624,133.09833,2.19,292.14447,47.157349
"553","CONFIRMED",0,0,0,0,1.196548464,132.53363,1.2592,292.14447,47.157349
"554","CONFIRMED",0,0,0,0,11.47609015,135.39622,5.046,282.2001,44.422298
"555","CONFIRMED",0,0,0,0,25.2630467,134.18397,6.22,282.2001,44.422298
"556","FALSE POSITIVE",0,0,0,0,7.1688266,136.23827,1.29,284.38562,44.391289
"557","CONFIRMED",0,0,0,0,0.677374687,133.94573,1.8361,281.76639,44.292549
"558","CONFIRMED",0,0,0,0,10.43547031,134.82462,3.4167,283.00296,44.284229
"559","CONFIRMED",0,0,0,0,7.41084314,135.75425,3.245,283.00296,44.284229
"560","CONFIRMED",0,0,0,0,28.59914031,189.92667,3.6567,291.86285,46.42926
"561","CONFIRMED",0,0,0,0,24.58716355,173.70572,3.984,287.56967,46.56786
"562","CANDIDATE",0,0,0,0,34.193600311,155.2966351,5.41382,297.36032,40.42981
"563","CONFIRMED",0,0,0,0,12.53248222,170.76535,4.0168,290.06799,46.57914
"564","CANDIDATE",0,0,0,0,31.201692472,183.4076137,2.15663,292.65704,46.537338
"565","CONFIRMED",0,0,0,0,13.19720694,171.545479,3.4872,294.06848,46.57933
"566","CONFIRMED",0,0,0,0,14.85890852,128.154869,3.5252,298.07944,44.746319
"567","CONFIRMED",0,0,0,0,4.08897299,135.76402,3.585,289.09689,44.004379
"568","FALSE POSITIVE",0,0,1,0,2.866680334,134.066374,1.1264,295.4722,44.077381
"569","CONFIRMED",0,0,0,0,17.44486016,141.6802,4.445,294.84384,44.077679
"570","FALSE POSITIVE",0,0,1,0,8.30697421,137.08254,2.76,297.49332,44.051868
"571","FALSE POSITIVE",0,0,0,0,2.49705175,135.3072596,3.79,296.48187,44.009151
"572","CONFIRMED",0,0,0,0,7.33685101,138.5829,3.548,297.39319,47.164631
"573","CANDIDATE",0,0,0,0,22.65117451,140.337593,3.6895,290.10333,39.781631
"574","FALSE POSITIVE",0,0,1,0,1.204274435,134.05838,1.3362,294.59613,47.197449
"575","CANDIDATE",0,0,0,0,7.71790675,139.15725,1.84,281.05011,47.188148
"576","CONFIRMED",0,0,0,0,27.6652847,144.8714,6.633,283.1846,47.15567
"577","FALSE POSITIVE",0,1,1,1,0.948950734,134.368152,4.0245,293.24384,38.27327
"578","CONFIRMED",0,0,0,0,14.55730897,145.095012,7.7643,286.6301,38.945599
"579","FALSE POSITIVE",0,1,0,0,4.722254104,178.243313,3.451,296.69562,47.327309
"580","FALSE POSITIVE",1,0,0,0,0.635069939,134.0209283,2.07171,296.32028,47.40657
"581","CANDIDATE",0,1,0,0,6.810823723,136.04667,7.98574,299.10281,47.377781
"582","FALSE POSITIVE",0,0,1,1,0.933746515,133.387415,6.6522,292.83301,47.495529
"583","FALSE POSITIVE",0,1,0,0,1.872421727,134.366162,1.5261,281.5238,47.755341
"584","CONFIRMED",0,0,0,0,33.6528474,147.8025,3.9616,294.06848,46.57933
"585","CONFIRMED",0,0,0,0,5.90127815,171.40674,2.1979,297.84241,46.574268
"586","CONFIRMED",0,0,0,0,8.75209691,170.63671,2.3742,297.84241,46.574268
"587","CONFIRMED",0,0,0,0,22.78078241,155.20408,3.3002,297.84241,46.574268
"588","CONFIRMED",0,0,0,0,2.896005211,133.61228,1.6776,297.84241,46.574268
"589","CONFIRMED",0,0,0,0,0.742957911,133.27936,0.6688,297.84241,46.574268
"590","FALSE POSITIVE",0,1,0,0,54.35635067,164.070221,6.4345,292.93085,37.60664
"591","FALSE POSITIVE",0,0,1,1,0.54624855,178.5614,2.0543,287.13388,37.83926
"592","CONFIRMED",0,0,0,0,18.82744023,196.19088,4.664,292.26813,37.955639
"593","FALSE POSITIVE",0,0,1,1,8.4120069,139.64745,3.923,291.85382,37.74192
